id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,refurl,ProlificID,SessionID,StudyID,group,Checks,Instruction,VMVE,VMIE,IMVE,IMIE,ComprehensionCheck,SAMontero[ComfortPublic],SAMontero[ComfortPrivate],SAPearson,SAKoelle,ConfidenceKoelle,LocationsRico[parking],LocationsRico[carpark],LocationsRico[servicearea],LocationsRico[pavement],LocationsRico[home],LocationsRico[driving],LocationsRico[passenger],LocationsRico[pub],LocationsRico[workplace],AudiencesRico[alone],AudiencesRico[partner],AudiencesRico[friends],AudiencesRico[colleagues],AudiencesRico[strangers],AudiencesRico[family],Gender,Age,SurveyFinished,interviewtime,groupTime7,ProlificIDTime,SessionIDTime,StudyIDTime,groupTime,ChecksTime,groupTime8,InstructionTime,VMVETime,VMIETime,IMVETime,IMIETime,ComprehensionCheckTime,groupTime10,SAMonteroTime,SAPearsonTime,SAKoelleTime,ConfidenceKoelleTime,LocationsRicoTime,AudiencesRicoTime,groupTime9,GenderTime,AgeTime,SurveyFinishedTime
137,2024-07-22 22:18:44,20,en,1232936534,2024-07-22 22:07:34,2024-07-22 22:18:44,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,femal,41,,204.23,,,,,,,,35.82,,,,39.17,14.97,,8.35,6.4,7.04,7.04,48.59,22.06,,4.63,3.99,6.17
138,2024-07-22 22:14:06,20,en,872490264,2024-07-22 22:07:36,2024-07-22 22:14:06,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,3,5,5,7,5,5,5,3,3,5,6,6,6,6,5,6,6,4,3,6,femal,21,,384.56,,,,,,,,8.79,,,30.53,,16.75,,149.43,8.59,10.98,9.99,57.3,62.11,,11.75,11.69,6.65
139,2024-07-22 22:10:36,20,en,377083761,2024-07-22 22:07:37,2024-07-22 22:10:36,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,male,20,,135.18,,,,,,,,10.53,29.16,,,,12.55,,8.23,4.56,5.16,5.14,33.3,11.77,,4.59,4.85,5.34
140,2024-07-22 22:11:55,20,en,2016709459,2024-07-22 22:07:40,2024-07-22 22:11:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,5,5,6,6,4,4,4,4,4,6,6,6,4,5,5,5,5,5,5,male,29,,235.77,,,,,,,,17.43,,,,39.97,14.28,,13.66,9.71,6.37,8.99,77.59,32.15,,4.44,5.48,5.7
141,2024-07-22 22:09:55,20,en,1295902448,2024-07-22 22:07:43,2024-07-22 22:09:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,2,5,5,5,5,5,4,5,femal,38,,132.07,,,,,,,,23.69,,,23.19,,9.05,,5.69,4.87,4.74,4.64,25.93,17.87,,4.28,4.53,3.59
142,2024-07-22 22:13:00,20,en,1295015106,2024-07-22 22:07:46,2024-07-22 22:13:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,3,6,2,4,5,5,5,3,4,5,3,2,3,5,4,5,5,4,4,5,femal,26,,197.91,,,,,,,,11.89,,,,59.75,10.61,,16.98,14.94,5.24,5.61,36.24,20.43,,4.19,4.95,7.08
143,2024-07-22 22:10:03,20,en,1244485209,2024-07-22 22:07:47,2024-07-22 22:10:03,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,45,,135.24,,,,,,,,13.04,,,,28.24,9.73,,10.53,6.71,6.19,5.29,28.19,12.85,,4.39,4.82,5.26
144,2024-07-22 22:12:02,20,en,1593228422,2024-07-22 22:07:53,2024-07-22 22:12:02,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,69,,244.93,,,,,,,,18.57,,,,56.36,15.7,,11.18,6.27,17.6,7.45,52.95,34.33,,4.78,11.37,8.37
145,2024-07-22 22:09:53,20,en,1412110468,2024-07-22 22:07:56,2024-07-22 22:09:53,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,male,50,,119.03,,,,,,,,9.86,,,30.42,,10.92,,7.69,4.57,6.5,3.48,24.91,9.43,,3.1,3.6,4.55
146,2024-07-22 22:11:25,20,en,1096152215,2024-07-22 22:07:57,2024-07-22 22:11:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,3,5,3,6,4,3,2,3,2,4,6,6,3,4,6,5,4,3,3,4,male,46,,208.96,,,,,,,,4.13,,,,56.98,8.92,,16.03,5.51,13.37,14.01,49.03,25.23,,4.3,5.65,5.8
147,2024-07-22 22:12:27,20,en,573002179,2024-07-22 22:07:57,2024-07-22 22:12:27,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,4,4,5,5,5,6,6,5,5,5,5,5,5,4,5,femal,50,,246.45,,,,,,,,21.4,33.6,,,,26.21,,12.49,9.64,13.07,12.21,62.31,30.46,,6.26,11.84,6.96
148,2024-07-22 22:12:21,20,en,1695915143,2024-07-22 22:07:59,2024-07-22 22:12:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,male,38,,246.94,,,,,,,,52.92,,,,29.97,27.29,,8.63,5.9,5.44,7.51,49.9,19.13,,3.3,5.85,31.1
149,,6,en,535867925,2024-07-22 22:07:59,2024-07-22 22:08:31,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27,,,,,,,,15.27,,,,,,,,,,,,,,,,
150,2024-07-22 22:11:26,20,en,1426192642,2024-07-22 22:08:05,2024-07-22 22:11:26,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,52,,192.54,,,,,,,,10.37,,,,34.57,14.24,,13.29,5.6,9.39,14.01,55.55,19.06,,4.17,6.91,5.38
151,2024-07-22 22:09:56,20,en,226753839,2024-07-22 22:08:08,2024-07-22 22:09:56,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,5,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,31,,107.77,,,,,,,,14.48,27.93,,,,9.91,,7.13,3.52,4.12,3.28,14.47,12.27,,3.59,4.47,2.6
152,2024-07-22 22:11:55,20,en,1096703931,2024-07-22 22:08:08,2024-07-22 22:11:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,55,,211.95,,,,,,,,16.19,36.23,,,,23.73,,11.65,6.65,6.49,5.88,45.09,36.14,,10.68,5.88,7.34
153,2024-07-22 22:11:52,20,en,1254250158,2024-07-22 22:08:12,2024-07-22 22:11:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,2,4,5,7,7,4,4,4,6,4,6,6,6,4,4,4,4,4,4,4,male,69,,211.95,,,,,,,,17.52,,,,32.12,16.54,,15.06,9.59,11.64,5.43,58.08,23.17,,5.24,8.31,9.25
154,2024-07-22 22:11:12,20,en,716213318,2024-07-22 22:08:13,2024-07-22 22:11:12,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,3,6,6,5,7,7,6,6,6,6,6,1,1,6,6,5,5,5,5,5,5,male,47,,128.62,,,,,,,,19.25,26.22,,,,11,,4.86,4.92,4.57,4.1,18.79,17.88,,4.24,8.02,4.77
155,2024-07-22 22:10:52,20,en,1350597820,2024-07-22 22:08:20,2024-07-22 22:10:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,5,3,5,1,4,4,3,4,5,6,6,6,6,5,5,4,3,2,4,male,20,,144.56,,,,,,,,7.69,,21.54,,,10.32,,6.98,5.7,6.3,7.85,44.97,19.47,,2.83,7.1,3.81
156,2024-07-22 22:12:30,20,en,1044591471,2024-07-22 22:08:21,2024-07-22 22:12:29,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,5,5,4,4,4,5,6,6,6,5,5,5,5,5,4,5,femal,37,,237.6,,,,,,,,18.39,,,41.12,,11.75,,11.45,6.95,5.04,8.01,103.96,19.15,,4.38,4.4,3
157,2024-07-22 22:11:56,20,en,1147731392,2024-07-22 22:08:28,2024-07-22 22:11:56,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,4,5,7,5,4,3,4,4,5,6,6,4,5,5,5,4,4,1,5,male,32,,185.52,,,,,,,,19.06,24.88,,,,17.62,,13.74,6.07,4.61,18.99,38.89,31.11,,3.42,3.9,3.23
158,2024-07-22 22:12:16,20,en,192160204,2024-07-22 22:08:30,2024-07-22 22:12:16,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,2,6,6,5,6,7,5,5,5,5,5,6,6,5,5,5,5,5,5,4,5,femal,56,,221.56,,,,,,,,14.56,,,,60.59,30.49,,8.56,5.74,8.43,7.98,42.87,26.33,,5.35,5.02,5.64
159,2024-07-22 22:12:48,20,en,1181653091,2024-07-22 22:08:30,2024-07-22 22:12:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,4,5,4,6,6,4,4,4,4,5,6,6,6,4,5,5,4,4,3,5,male,31,,218.85,,,,,,,,20.54,,,,43.93,12.81,,17.07,11.65,10.02,8.39,53.9,27.47,,4.15,3.39,5.53
160,2024-07-22 22:10:36,20,en,1998803463,2024-07-22 22:08:30,2024-07-22 22:10:36,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,male,49,,126.56,,,,,,,,2.65,,,,23.3,10.37,,7.15,4.21,5,3.54,46.48,7.52,,8.59,4.84,2.91
161,2024-07-22 22:14:49,20,en,465213204,2024-07-22 22:08:31,2024-07-22 22:14:49,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,4,6,4,6,6,5,6,3,5,6,2,3,3,5,6,5,5,4,3,5,male,37,,361.32,,,,,,,,207.64,,43.66,,,11.97,,9.09,3.91,5.48,5.04,41.72,20.77,,4.32,5.04,2.68
162,2024-07-22 22:11:07,20,en,2031871529,2024-07-22 22:08:36,2024-07-22 22:11:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,male,29,,128.35,,,,,,,,10.69,,,23.47,,11.35,,9.45,5.48,6.06,5.81,24.81,16.81,,4.32,6.42,3.68
163,2024-07-22 22:11:34,20,en,2108098298,2024-07-22 22:08:36,2024-07-22 22:11:34,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,30,,160.36,,,,,,,,13.65,25.86,,,,14.46,,8.61,6.1,6.4,5.74,44.41,22.99,,3.82,3.92,4.4
164,2024-07-22 22:11:16,20,en,367987425,2024-07-22 22:08:36,2024-07-22 22:11:16,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,5,4,6,6,4,4,5,5,5,5,5,5,femal,33,,148.36,,,,,,,,13.58,,,,23.18,11.13,,8.11,5.35,5.8,5.28,45.88,16.94,,3.96,5.24,3.91
165,2024-07-22 22:11:57,20,en,1626969304,2024-07-22 22:08:37,2024-07-22 22:11:57,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,femal,52,,192.58,,,,,,,,14.67,,,64.59,,20.82,,7.35,5.75,5.83,4.94,31.36,22.81,,4.28,4.55,5.63
166,2024-07-22 22:11:36,20,en,355175198,2024-07-22 22:08:38,2024-07-22 22:11:36,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,2,5,2,2,2,2,2,2,2,5,2,2,2,2,5,5,2,2,1,5,femal,33,,178.5,,,,,,,,21.48,38.13,,,,18.44,,14.88,9.06,8.56,7.26,32.92,13.3,,4.76,6.06,3.65
167,2024-07-22 22:10:38,20,en,365435428,2024-07-22 22:08:41,2024-07-22 22:10:38,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,19,,112.42,,,,,,,,9.94,,20.77,,,16.34,,7.69,4.47,5.04,4.96,22.85,9.4,,3.81,4.45,2.7
168,2024-07-22 22:11:27,20,en,331401822,2024-07-22 22:08:41,2024-07-22 22:11:27,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,male,31,,113.02,,,,,,,,6.45,22.53,,,,8.81,,7.91,5.47,5.47,4,24.92,15.05,,2.92,6.61,2.88
169,2024-07-22 22:10:56,20,en,701940721,2024-07-22 22:08:44,2024-07-22 22:10:56,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,50,,126.16,,,,,,,,9.14,,,,24.23,7.37,,8.52,5.59,5.74,5.31,23.68,23.84,,5.07,4.56,3.11
170,2024-07-22 22:11:49,20,en,2129161169,2024-07-22 22:08:50,2024-07-22 22:11:49,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,34,,170.74,,,,,,,,17.66,,,22.93,,9.69,,13.46,5.46,7.1,6.19,42.32,25.09,,3.9,8.78,8.16
171,2024-07-22 22:14:47,20,en,2102943433,2024-07-22 22:08:54,2024-07-22 22:14:47,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,1,6,6,5,7,7,4,4,4,4,4,5,4,3,4,5,5,4,4,4,4,femal,41,,211.68,,,,,,,,16.31,,,56.25,,17.65,,7.83,5.88,6.68,5.47,66.76,16.43,,3.98,4.4,4.04
172,2024-07-22 22:11:47,20,en,595967086,2024-07-22 22:08:58,2024-07-22 22:11:47,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,3,4,3,5,7,4,2,3,2,4,3,4,6,3,4,5,3,3,1,3,femal,23,,166.4,,,,,,,,16.84,,,27.54,,10.83,,6.77,6.23,5.59,7.47,45.58,25.12,,3.03,3.91,7.49
173,2024-07-22 22:11:11,20,en,128365930,2024-07-22 22:09:01,2024-07-22 22:11:11,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,2,6,6,5,7,7,5,6,6,6,6,6,6,6,6,5,6,6,6,5,6,male,37,,131.7,,,,,,,,12.01,,,,19.75,14.58,,8.57,3.23,3.72,7.92,36.66,13.04,,5.57,4.03,2.62
174,2024-07-22 22:12:35,20,en,78517908,2024-07-22 22:09:03,2024-07-22 22:12:35,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,4,4,5,7,5,5,5,5,4,5,6,6,6,6,4,5,5,5,5,5,femal,38,,193.65,,,,,,,,17.09,50.61,,,,18.24,,10.75,5.88,8.7,12.06,31.95,20.77,,5.64,5.72,6.24
175,2024-07-22 22:11:07,20,en,1865287494,2024-07-22 22:09:03,2024-07-22 22:11:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,32,,122.8,,,,,,,,2.98,,,34.94,,6.28,,7.68,5.78,5.45,4.07,31.18,13.45,,4.29,3.89,2.81
176,2024-07-22 22:12:21,20,en,895439176,2024-07-22 22:09:06,2024-07-22 22:12:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,6,5,5,5,5,5,male,44,,187.38,,,,,,,,12.15,,,51.44,,9.3,,9.04,5.43,5.39,5.64,28.41,23.82,,26.23,5.42,5.11
177,2024-07-22 22:11:14,20,en,1510058419,2024-07-22 22:09:06,2024-07-22 22:11:14,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,5,5,6,5,5,5,4,4,4,6,6,4,4,5,4,4,4,4,5,femal,23,,126.65,,,,,,,,8.01,,,,26.73,9.18,,7.91,4.43,7.55,5.88,28.47,18.04,,3.13,3.06,4.26
178,2024-07-22 22:12:05,20,en,402104975,2024-07-22 22:09:10,2024-07-22 22:12:05,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,male,25,,158.46,,,,,,,,10.58,,34.11,,,9.74,,6.96,3.73,4.91,4.42,38.81,28.14,,5.41,4.61,7.04
179,2024-07-22 22:11:33,20,en,823341124,2024-07-22 22:09:18,2024-07-22 22:11:33,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,5,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,40,,122.51,,,,,,,,10.47,,,,38.77,6.81,,7.84,5.55,5.12,4.32,16.43,13.22,,3.1,3.74,7.14
180,2024-07-22 22:12:41,20,en,2078296034,2024-07-22 22:09:19,2024-07-22 22:12:41,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,44,,191.43,,,,,,,,10.13,46.88,,,,12.79,,11.02,6.75,7.28,8.57,45.96,26.23,,4.75,5.67,5.4
181,2024-07-22 22:12:41,20,en,295371934,2024-07-22 22:09:19,2024-07-22 22:12:41,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,6,5,6,7,5,5,4,4,5,6,6,4,4,5,5,5,5,4,5,male,23,,195.81,,,,,,,,11.04,,23.54,,,18.92,,18.33,6.39,8.61,8.26,59.45,24.61,,6.43,6.22,4.01
182,2024-07-22 22:12:07,20,en,1957427327,2024-07-22 22:09:19,2024-07-22 22:12:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,6,6,5,5,5,5,5,6,6,6,5,5,5,5,4,4,5,femal,50,,165.76,,,,,,,,12.15,,,,48.03,11.04,,7.57,7.38,5.02,4.1,36.18,14.49,,6.77,9.42,3.61
183,2024-07-22 22:12:22,20,en,1888147841,2024-07-22 22:09:22,2024-07-22 22:12:22,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,41,,168.31,,,,,,,,13.97,,,,22.15,7.14,,7.99,4.05,4.17,5.62,30.68,55.02,,5.32,4.48,7.72
184,2024-07-22 22:11:44,20,en,637627324,2024-07-22 22:09:23,2024-07-22 22:11:44,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,30,,135.23,,,,,,,,17.22,,22.61,,,16.09,,9.59,5.09,3.59,4.38,29.79,13,,3.98,4.79,5.1
185,2024-07-22 22:16:23,20,en,1899447757,2024-07-22 22:09:25,2024-07-22 22:16:23,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,5,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,23,,415.54,,,,,,,,11.23,,,44.95,,285.47,,13.1,6.89,4.32,3.54,21.96,9.7,,5.33,4.46,4.59
186,2024-07-22 22:11:20,20,en,1555234548,2024-07-22 22:09:27,2024-07-22 22:11:20,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,femal,35,,111.64,,,,,,,,8.4,,,30.23,,7.5,,5.33,4.09,3.86,4.83,21.64,10.81,,5.03,4.6,5.32
187,2024-07-22 22:12:31,20,en,573342306,2024-07-22 22:09:27,2024-07-22 22:12:31,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,6,4,4,4,4,4,3,3,4,4,2,5,4,4,2,5,femal,30,,180.7,,,,,,,,46.6,,,,22.51,14.28,,7.38,4.55,6.14,11.99,31.42,23.52,,4.35,4.94,3.02
188,,9,en,989426537,2024-07-22 22:09:35,2024-07-22 22:09:56,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,,,,,,,9.61,,,,,,,,,,,,,,,,
189,2024-07-22 22:12:38,20,en,744986262,2024-07-22 22:09:35,2024-07-22 22:12:38,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,3,6,4,6,3,4,4,3,4,5,6,6,2,6,4,4,4,6,3,4,femal,31,,180.53,,,,,,,,14,,39.59,,,8.87,,14.03,5.52,5.93,5.8,34.79,35.94,,4.76,5.69,5.61
190,2024-07-22 22:11:40,20,en,783396968,2024-07-22 22:09:40,2024-07-22 22:11:40,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,54,,114.56,,,,,,,,10.7,,,,23.3,10.15,,7.48,5.01,5.19,6.48,24.65,9.72,,4.3,4.47,3.11
191,2024-07-22 22:12:43,20,en,2026530679,2024-07-22 22:09:43,2024-07-22 22:12:43,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,6,4,4,3,4,4,6,6,3,4,4,4,4,4,4,4,femal,39,,180.17,,,,,,,,31.3,,,,26.87,9.19,,8.63,6.17,4.43,9.81,58.81,14.46,,3.92,4.11,2.47
192,2024-07-22 22:12:52,20,en,1019544386,2024-07-22 22:09:43,2024-07-22 22:12:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,5,5,5,5,4,4,4,4,5,6,6,6,5,5,5,5,4,3,5,male,46,,191.05,,,,,,,,23.34,,46.43,,,16.91,,12.62,5.5,6.49,5.79,37.53,16.46,,8.81,5.71,5.46
193,2024-07-22 22:14:19,20,en,1525432488,2024-07-22 22:09:43,2024-07-22 22:14:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,36,,256.01,,,,,,,,15.96,,80.22,,,14.04,,14.09,7.96,8.32,9.18,33.71,46.81,,12.75,5.9,7.07
194,2024-07-22 22:12:19,20,en,1510725839,2024-07-22 22:09:45,2024-07-22 22:12:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,45,,142.97,,,,,,,,10.87,,25.02,,,8.72,,9.54,4.78,7.76,6,29.9,21.76,,5.16,4.53,8.93
195,2024-07-22 22:13:47,20,en,380028750,2024-07-22 22:09:47,2024-07-22 22:13:47,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,femal,37,,230.75,,,,,,,,19.08,,61.53,,,14.14,,10.73,5.56,15.01,8.2,41.54,42.17,,3.59,5.46,3.74
196,2024-07-22 22:12:29,20,en,232381794,2024-07-22 22:09:50,2024-07-22 22:12:29,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,5,5,7,7,5,5,5,5,5,2,6,6,5,4,5,5,3,3,5,male,23,,156.15,,,,,,,,8.3,24.02,,,,12.99,,10.96,4.62,4.45,4.81,57.26,14.22,,4.9,5.72,3.9
197,2024-07-22 22:12:57,20,en,43747648,2024-07-22 22:09:59,2024-07-22 22:12:57,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,5,5,7,5,4,4,4,4,4,6,6,6,4,5,5,5,5,5,5,femal,36,,166.2,,,,,,,,9.56,,,27.71,,10.95,,10.45,6.83,11.61,8.63,39.22,27.49,,3.52,5.81,4.42
198,2024-07-22 22:13:48,20,en,912992280,2024-07-22 22:09:59,2024-07-22 22:13:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,61,,222.69,,,,,,,,16.67,72.61,,,,11.26,,7.95,6.41,6.75,5.84,58.72,16.92,,6.58,6.96,6.02
199,2024-07-22 22:12:55,20,en,206530211,2024-07-22 22:10:01,2024-07-22 22:12:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,4,5,femal,37,,168.33,,,,,,,,10.92,,,,33.72,11.86,,15.86,9.36,10.37,12.06,29.23,19.22,,3.47,6.4,5.86
200,2024-07-22 22:14:45,20,en,805228101,2024-07-22 22:10:02,2024-07-22 22:14:45,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,5,5,5,6,6,5,5,5,4,5,6,6,6,4,5,4,5,4,4,5,male,64,,268.64,,,,,,,,15.36,,,71.24,,13.87,,17.47,9.17,10.72,10.95,72.62,31.62,,4.91,6.97,3.74
201,2024-07-22 22:13:59,20,en,1880322017,2024-07-22 22:10:08,2024-07-22 22:13:59,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,6,5,7,7,5,5,5,4,5,6,6,6,5,5,5,5,5,4,5,femal,51,,217.75,,,,,,,,16.79,,28.02,,,20.89,,13.44,13.53,10.39,9.19,65.35,24.57,,4.16,6.49,4.93
202,2024-07-22 22:14:42,20,en,356379859,2024-07-22 22:10:09,2024-07-22 22:14:42,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,4,6,6,4,4,5,4,4,2,1,4,4,5,5,3,5,4,5,male,33,,248.09,,,,,,,,21.44,,,,42.53,22.44,,16.28,9.41,14.4,12.27,52.34,30.41,,4.4,7.95,14.22
203,2024-07-22 22:13:57,20,en,907069120,2024-07-22 22:10:10,2024-07-22 22:13:57,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,1,1,1,1,1,6,6,6,1,5,5,5,5,5,5,femal,22,,216.66,,,,,,,,31.42,,,60.99,,9.07,,7.78,6.03,4.07,4.08,48.77,26.75,,6.39,5.39,5.92
204,2024-07-22 22:13:50,20,en,1931456755,2024-07-22 22:10:10,2024-07-22 22:13:50,,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,4,4,5,6,6,4,5,5,5,5,5,4,5,femal,26,,197.46,,,,,,,,18.95,44.13,,,,19.22,,12.42,5.59,7.76,10.1,46.78,16.16,,4.62,7.21,4.52
